user_id,city,city_tier,signup_date,loyalty_score
U00033,Jaipur,Tier-2,2023-11-18 07:57:28.440181,50
U00034,Delhi,Tier-1,2024-10-23 07:57:28.440183,64
U00035,Lucknow,Tier-2,2025-03-20 07:57:28.440186,70
U00036,Lucknow,Tier-2,2024-10-30 07:57:28.440188,95
U00037,Lucknow,Tier-2,2025-04-12 07:57:28.440190,90
U00038,Mumbai,Tier-1,2024-07-23 07:57:28.440192,96
U00039,Lucknow,Tier-2,2023-09-24 07:57:28.440195,58
U00040,Lucknow,Tier-2,2025-03-17 07:57:28.440197,82
U00041,Mumbai,Tier-1,2025-05-31 07:57:28.440199,61
U00042,Chennai,Tier-1,2025-06-06 07:57:28.440202,11
U00043,Bangalore,Tier-1,2025-01-10 07:57:28.440204,59
U00044,Delhi,Tier-1,2025-04-19 07:57:28.440206,95
U00045,Lucknow,Tier-2,2024-05-20 07:57:28.440209,52
U00046,Delhi,Tier-1,2024-11-23 07:57:28.440211,86
U00047,Jaipur,Tier-2,2024-04-16 07:57:28.440213,17
U00048,Delhi,Tier-1,2023-12-01 07:57:28.440216,68
U00049,Chennai,Tier-1,2024-04-07 07:57:28.440218,74
U00050,Mumbai,Tier-1,2025-03-03 07:57:28.440221,90
U00051,Delhi,Tier-1,2025-02-12 07:57:28.440223,21
U00052,Delhi,Tier-1,2025-02-14 07:57:28.440225,13
U00053,Delhi,Tier-1,2024-06-06 07:57:28.440228,86
U00054,Bangalore,Tier-1,2025-03-05 07:57:28.440230,50
U00055,Bangalore,Tier-1,2024-05-19 07:57:28.440233,16
U00056,Jaipur,Tier-2,2023-07-14 07:57:28.440235,96
U00057,Mumbai,Tier-1,2024-01-03 07:57:28.440237,97
U00058,Delhi,Tier-1,2024-02-11 07:57:28.440240,78
U00059,Delhi,Tier-1,2024-02-19 07:57:28.440242,78
U00060,Delhi,Tier-1,2024-01-24 07:57:28.440244,90
U00061,Delhi,Tier-1,2025-04-27 07:57:28.440247,39
U00062,Bangalore,Tier-1,2023-08-06 07:57:28.440249,82
U00063,Chennai,Tier-1,2024-02-10 07:57:28.440251,15
U00064,Chennai,Tier-1,2024-04-23 07:57:28.440253,98
U00065,Jaipur,Tier-2,2024-04-17 07:57:28.440256,28
U00066,Lucknow,Tier-2,2024-06-03 07:57:28.440258,89
U00067,Mumbai,Tier-1,2023-08-28 07:57:28.440261,94
U00068,Chennai,Tier-1,2023-11-30 07:57:28.440263,75
U00069,Delhi,Tier-1,2024-10-25 07:57:28.440265,19
U00070,Chennai,Tier-1,2023-09-12 07:57:28.440268,25
U00071,Jaipur,Tier-2,2023-08-16 07:57:28.440270,46
U00072,Lucknow,Tier-2,2024-01-21 07:57:28.440272,88
U00073,Chennai,Tier-1,2024-01-10 07:57:28.440275,86
U00074,Jaipur,Tier-2,2024-08-27 07:57:28.440277,86
U00075,Bangalore,Tier-1,2025-04-04 07:57:28.440279,41
U00076,Lucknow,Tier-2,2023-08-03 07:57:28.440282,56
U00077,Jaipur,Tier-2,2025-01-03 07:57:28.440284,81
U00078,Chennai,Tier-1,2024-11-23 07:57:28.440286,52
U00079,Bangalore,Tier-1,2024-03-27 07:57:28.440289,91
U00080,Jaipur,Tier-2,2025-03-05 07:57:28.440291,45
U00081,Jaipur,Tier-2,2024-01-28 07:57:28.440294,35
U00082,Chennai,Tier-1,2024-09-07 07:57:28.440296,19
U00083,Lucknow,Tier-2,2024-06-30 07:57:28.440298,40
U00084,Bangalore,Tier-1,2024-03-02 07:57:28.440300,38
U00085,Delhi,Tier-1,2024-03-29 07:57:28.440303,14
U00086,Mumbai,Tier-1,2023-08-19 07:57:28.440305,86
U00087,Lucknow,Tier-2,2023-12-22 07:57:28.440308,10
U00088,Bangalore,Tier-1,2023-12-16 07:57:28.440310,96
U00089,Jaipur,Tier-2,2023-09-10 07:57:28.440312,12
U00090,Bangalore,Tier-1,2025-03-18 07:57:28.440314,76
U00091,Mumbai,Tier-1,2023-10-30 07:57:28.440317,80
U00092,Chennai,Tier-1,2024-07-29 07:57:28.440319,44
U00093,Mumbai,Tier-1,2024-08-29 07:57:28.440337,24
U00094,Delhi,Tier-1,2024-04-29 07:57:28.440341,76
U00095,Delhi,Tier-1,2024-11-23 07:57:28.440345,39
U00096,Mumbai,Tier-1,2024-06-30 07:57:28.440349,91
U00097,Lucknow,Tier-2,2023-10-09 07:57:28.440353,84
U00098,Lucknow,Tier-2,2023-09-22 07:57:28.440356,52
U00099,Jaipur,Tier-2,2023-10-23 07:57:28.440361,69
U00100,Delhi,Tier-1,2024-07-14 07:57:28.440364,49
U00101,Jaipur,Tier-2,2024-02-29 07:57:28.440368,74
U00102,Delhi,Tier-1,2024-12-13 07:57:28.440372,38
U00103,Mumbai,Tier-1,2024-02-16 07:57:28.440376,83
U00104,Lucknow,Tier-2,2024-11-16 07:57:28.440380,28
U00105,Lucknow,Tier-2,2023-11-30 07:57:28.440383,12
U00106,Mumbai,Tier-1,2024-01-31 07:57:28.440386,45
U00107,Jaipur,Tier-2,2024-11-23 07:57:28.440388,52
U00108,Jaipur,Tier-2,2024-04-04 07:57:28.440390,24
U00109,Bangalore,Tier-1,2023-10-14 07:57:28.440393,50
U00110,Delhi,Tier-1,2023-11-05 07:57:28.440396,99
U00111,Jaipur,Tier-2,2023-11-18 07:57:28.440398,89
U00112,Mumbai,Tier-1,2025-03-30 07:57:28.440400,45
U00113,Jaipur,Tier-2,2023-10-10 07:57:28.440403,93
U00114,Lucknow,Tier-2,2024-09-10 07:57:28.440405,86
U00115,Delhi,Tier-1,2024-05-10 07:57:28.440408,42
U00116,Chennai,Tier-1,2025-04-16 07:57:28.440411,14
U00117,Bangalore,Tier-1,2024-07-26 07:57:28.440415,87
U00118,Delhi,Tier-1,2024-01-18 07:57:28.440420,96
U00119,Lucknow,Tier-2,2023-10-12 07:57:28.440424,23
U00120,Lucknow,Tier-2,2024-07-03 07:57:28.440428,77
U00121,Lucknow,Tier-2,2023-10-25 07:57:28.440431,92
U00122,Lucknow,Tier-2,2024-11-17 07:57:28.440435,56
U00123,Mumbai,Tier-1,2025-05-28 07:57:28.440439,63
U00124,Bangalore,Tier-1,2024-06-22 07:57:28.440443,13
U00125,Chennai,Tier-1,2024-05-30 07:57:28.440447,92
U00126,Lucknow,Tier-2,2024-04-22 07:57:28.440451,18
U00127,Lucknow,Tier-2,2024-10-20 07:57:28.440455,62
U00128,Jaipur,Tier-2,2025-02-21 07:57:28.440457,86
U00129,Bangalore,Tier-1,2023-12-03 07:57:28.440459,87
U00130,Delhi,Tier-1,2025-03-12 07:57:28.440462,69
U00131,Bangalore,Tier-1,2024-09-15 07:57:28.440465,55
U00132,Bangalore,Tier-1,2024-11-24 07:57:28.440467,63
U00133,Chennai,Tier-1,2024-06-27 07:57:28.440470,83
U00134,Bangalore,Tier-1,2023-08-24 07:57:28.440472,46
U00135,Chennai,Tier-1,2024-07-13 07:57:28.440474,32
U00136,Lucknow,Tier-2,2024-02-01 07:57:28.440477,36
U00137,Lucknow,Tier-2,2023-08-17 07:57:28.440479,79
U00138,Mumbai,Tier-1,2025-05-13 07:57:28.440481,99
U00139,Chennai,Tier-1,2023-09-09 07:57:28.440484,75
U00140,Chennai,Tier-1,2024-06-16 07:57:28.440486,70
U00141,Delhi,Tier-1,2024-04-26 07:57:28.440488,86
U00142,Jaipur,Tier-2,2024-02-21 07:57:28.440490,60
U00143,Bangalore,Tier-1,2024-01-27 07:57:28.440493,59
U00144,Delhi,Tier-1,2024-04-05 07:57:28.440495,28
U00145,Chennai,Tier-1,2025-05-01 07:57:28.440497,10
U00146,Delhi,Tier-1,2024-11-03 07:57:28.440500,49
U00147,Mumbai,Tier-1,2024-04-09 07:57:28.440502,41
U00148,Jaipur,Tier-2,2024-07-10 07:57:28.440504,31
U00149,Chennai,Tier-1,2024-08-07 07:57:28.440506,75
U00150,Chennai,Tier-1,2023-07-20 07:57:28.440512,49
U00151,Bangalore,Tier-1,2025-01-27 07:57:28.440515,47
U00152,Jaipur,Tier-2,2024-01-17 07:57:28.440520,57
U00153,Mumbai,Tier-1,2023-11-01 07:57:28.440524,64
U00154,Lucknow,Tier-2,2024-03-29 07:57:28.440528,84
U00155,Delhi,Tier-1,2023-11-15 07:57:28.440532,90
U00156,Bangalore,Tier-1,2023-07-27 07:57:28.440536,64
U00157,Chennai,Tier-1,2024-09-12 07:57:28.440540,60
U00158,Lucknow,Tier-2,2024-06-30 07:57:28.440550,69
U00159,Mumbai,Tier-1,2025-05-20 07:57:28.440555,17
U00160,Jaipur,Tier-2,2025-01-23 07:57:28.440559,95
U00161,Delhi,Tier-1,2024-11-11 07:57:28.440563,77
U00162,Bangalore,Tier-1,2023-12-11 07:57:28.440567,84
U00163,Chennai,Tier-1,2024-04-27 07:57:28.440569,81
U00164,Chennai,Tier-1,2023-12-31 07:57:28.440571,18
U00165,Lucknow,Tier-2,2025-03-07 07:57:28.440574,99
U00166,Lucknow,Tier-2,2024-05-06 07:57:28.440576,11
U00167,Delhi,Tier-1,2024-09-27 07:57:28.440578,89
U00168,Jaipur,Tier-2,2025-01-23 07:57:28.440580,79
U00169,Mumbai,Tier-1,2024-08-04 07:57:28.440583,94
U00170,Jaipur,Tier-2,2024-03-21 07:57:28.440585,99
U00171,Jaipur,Tier-2,2025-03-08 07:57:28.440587,68
U00172,Jaipur,Tier-2,2023-10-03 07:57:28.440590,28
U00173,Delhi,Tier-1,2024-09-18 07:57:28.440592,37
U00174,Delhi,Tier-1,2024-07-26 07:57:28.440595,81
U00175,Mumbai,Tier-1,2023-10-12 07:57:28.440598,23
U00176,Jaipur,Tier-2,2024-11-04 07:57:28.440599,33
U00177,Delhi,Tier-1,2024-12-10 07:57:28.440603,53
U00178,Mumbai,Tier-1,2024-06-09 07:57:28.440607,65
U00179,Chennai,Tier-1,2023-09-07 07:57:28.440611,99
U00180,Mumbai,Tier-1,2023-11-29 07:57:28.440615,60
U00181,Jaipur,Tier-2,2024-11-21 07:57:28.440619,41
U00182,Bangalore,Tier-1,2024-01-31 07:57:28.440623,59
U00183,Jaipur,Tier-2,2024-02-05 07:57:28.440627,50
U00184,Bangalore,Tier-1,2024-07-27 07:57:28.440631,75
U00185,Mumbai,Tier-1,2025-01-24 07:57:28.440635,34
U00186,Chennai,Tier-1,2025-03-29 07:57:28.440639,70
U00187,Chennai,Tier-1,2024-03-15 07:57:28.440643,75
U00188,Delhi,Tier-1,2024-09-09 07:57:28.440647,51
U00189,Chennai,Tier-1,2024-11-24 07:57:28.440650,74
U00190,Lucknow,Tier-2,2023-09-08 07:57:28.440652,45
U00191,Mumbai,Tier-1,2024-09-07 07:57:28.440654,85
U00192,Delhi,Tier-1,2023-08-07 07:57:28.440656,18
U00193,Chennai,Tier-1,2024-11-19 07:57:28.440659,45
U00194,Mumbai,Tier-1,2024-10-02 07:57:28.440661,47
U00195,Jaipur,Tier-2,2023-11-21 07:57:28.440663,42
U00196,Chennai,Tier-1,2024-10-27 07:57:28.440665,51
U00197,Bangalore,Tier-1,2025-03-05 07:57:28.440668,70
U00198,Mumbai,Tier-1,2024-03-29 07:57:28.440670,55
U00199,Delhi,Tier-1,2023-09-19 07:57:28.440672,95
U00200,Jaipur,Tier-2,2024-02-18 07:57:28.440676,98
U00201,Lucknow,Tier-2,2023-12-10 07:57:28.440680,70
U00202,Jaipur,Tier-2,2024-11-13 07:57:28.440686,27
U00203,Chennai,Tier-1,2025-06-05 07:57:28.440690,79
U00204,Bangalore,Tier-1,2024-07-08 07:57:28.440694,91
U00205,Jaipur,Tier-2,2024-09-22 07:57:28.440698,89
U00206,Lucknow,Tier-2,2025-03-07 07:57:28.440701,24
U00207,Delhi,Tier-1,2024-10-26 07:57:28.440703,57
U00208,Mumbai,Tier-1,2023-10-16 07:57:28.440705,81
U00209,Bangalore,Tier-1,2024-09-26 07:57:28.440708,22
U00210,Lucknow,Tier-2,2025-04-19 07:57:28.440710,52
U00211,Chennai,Tier-1,2025-04-28 07:57:28.440713,69
U00212,Chennai,Tier-1,2025-04-09 07:57:28.440715,66
U00213,Chennai,Tier-1,2023-09-18 07:57:28.440717,80
U00214,Bangalore,Tier-1,2024-09-04 07:57:28.440731,26
U00215,Jaipur,Tier-2,2024-10-06 07:57:28.440735,59
U00216,Bangalore,Tier-1,2025-04-30 07:57:28.440739,41
U00217,Chennai,Tier-1,2023-11-19 07:57:28.440743,31
U00218,Lucknow,Tier-2,2024-03-18 07:57:28.440747,64
U00219,Mumbai,Tier-1,2024-01-30 07:57:28.440751,66
U00220,Mumbai,Tier-1,2024-07-21 07:57:28.440755,22
U00221,Bangalore,Tier-1,2025-03-09 07:57:28.440757,56
U00222,Chennai,Tier-1,2024-05-28 07:57:28.440760,96
U00223,Delhi,Tier-1,2025-05-16 07:57:28.440762,71
U00224,Bangalore,Tier-1,2024-01-13 07:57:28.440764,63
U00225,Chennai,Tier-1,2024-07-26 07:57:28.440767,38
U00226,Jaipur,Tier-2,2023-10-13 07:57:28.440768,31
U00227,Mumbai,Tier-1,2024-04-24 07:57:28.440771,74
U00228,Mumbai,Tier-1,2024-05-04 07:57:28.440773,38
U00229,Mumbai,Tier-1,2023-09-28 07:57:28.440775,57
U00230,Delhi,Tier-1,2023-09-17 07:57:28.440778,14
U00231,Chennai,Tier-1,2024-03-31 07:57:28.440780,44
U00232,Chennai,Tier-1,2023-08-30 07:57:28.440783,83
U00233,Chennai,Tier-1,2024-10-15 07:57:28.440785,92
U00234,Chennai,Tier-1,2023-09-03 07:57:28.440789,80
U00235,Delhi,Tier-1,2024-12-19 07:57:28.440791,55
U00236,Lucknow,Tier-2,2025-04-07 07:57:28.440793,44
U00237,Bangalore,Tier-1,2023-10-29 07:57:28.440795,54
U00238,Bangalore,Tier-1,2024-11-22 07:57:28.440798,22
U00239,Chennai,Tier-1,2023-11-01 07:57:28.440800,19
U00240,Jaipur,Tier-2,2024-04-06 07:57:28.440802,75
U00241,Mumbai,Tier-1,2024-07-01 07:57:28.440804,79
U00242,Delhi,Tier-1,2023-07-09 07:57:28.440807,81
U00243,Jaipur,Tier-2,2024-12-08 07:57:28.440809,34
U00244,Jaipur,Tier-2,2024-08-26 07:57:28.440812,53
U00245,Chennai,Tier-1,2024-09-18 07:57:28.440814,69
U00246,Delhi,Tier-1,2023-11-16 07:57:28.440816,56
U00247,Bangalore,Tier-1,2024-02-27 07:57:28.440818,49
U00248,Mumbai,Tier-1,2024-08-04 07:57:28.440821,16
U00249,Bangalore,Tier-1,2025-06-04 07:57:28.440823,55
U00250,Jaipur,Tier-2,2025-04-21 07:57:28.440825,32
U00251,Mumbai,Tier-1,2023-10-07 07:57:28.440828,92
U00252,Lucknow,Tier-2,2023-09-24 07:57:28.440830,55
U00253,Jaipur,Tier-2,2025-04-27 07:57:28.440832,95
U00254,Bangalore,Tier-1,2024-05-18 07:57:28.440835,22
U00255,Bangalore,Tier-1,2025-01-01 07:57:28.440837,30
U00256,Chennai,Tier-1,2024-03-18 07:57:28.440840,10
U00257,Bangalore,Tier-1,2024-02-25 07:57:28.440841,28
U00258,Delhi,Tier-1,2024-01-12 07:57:28.440844,69
U00259,Jaipur,Tier-2,2024-06-26 07:57:28.440847,42
U00260,Mumbai,Tier-1,2024-10-16 07:57:28.440849,13
U00261,Bangalore,Tier-1,2024-01-02 07:57:28.440851,12
U00262,Chennai,Tier-1,2024-10-01 07:57:28.440854,61
U00263,Chennai,Tier-1,2024-08-07 07:57:28.440856,37
U00264,Bangalore,Tier-1,2024-03-12 07:57:28.440858,79
U00265,Delhi,Tier-1,2024-06-15 07:57:28.440861,79
U00266,Chennai,Tier-1,2024-07-01 07:57:28.440863,64
U00267,Mumbai,Tier-1,2024-04-22 07:57:28.440865,66
U00268,Jaipur,Tier-2,2024-03-05 07:57:28.440867,96
U00269,Lucknow,Tier-2,2025-04-10 07:57:28.440870,25
U00270,Delhi,Tier-1,2024-02-24 07:57:28.440874,33
U00271,Chennai,Tier-1,2024-05-23 07:57:28.440878,78
U00272,Jaipur,Tier-2,2023-10-02 07:57:28.440882,50
U00273,Lucknow,Tier-2,2024-11-16 07:57:28.440886,86
U00274,Bangalore,Tier-1,2024-07-09 07:57:28.440890,56
U00275,Bangalore,Tier-1,2024-08-28 07:57:28.440894,85
U00276,Mumbai,Tier-1,2023-07-23 07:57:28.440899,78
U00277,Lucknow,Tier-2,2024-12-21 07:57:28.440903,40
U00278,Bangalore,Tier-1,2023-10-16 07:57:28.440907,39
U00279,Bangalore,Tier-1,2024-04-22 07:57:28.440910,27
U00280,Chennai,Tier-1,2024-04-29 07:57:28.440913,53
U00281,Mumbai,Tier-1,2025-01-02 07:57:28.440915,36
U00282,Jaipur,Tier-2,2024-07-30 07:57:28.440917,35
U00283,Bangalore,Tier-1,2024-11-17 07:57:28.440920,69
U00284,Delhi,Tier-1,2025-05-27 07:57:28.440922,27
U00285,Delhi,Tier-1,2023-07-16 07:57:28.440924,98
U00286,Jaipur,Tier-2,2024-08-26 07:57:28.440927,65
U00287,Lucknow,Tier-2,2023-07-29 07:57:28.440931,40
U00288,Mumbai,Tier-1,2024-03-07 07:57:28.441056,68
U00289,Chennai,Tier-1,2023-12-25 07:57:28.441067,11
U00290,Delhi,Tier-1,2024-01-11 07:57:28.441071,48
U00291,Delhi,Tier-1,2024-07-10 07:57:28.441075,70
U00292,Jaipur,Tier-2,2024-10-08 07:57:28.441079,72
U00293,Lucknow,Tier-2,2024-12-31 07:57:28.441084,27
U00294,Lucknow,Tier-2,2023-07-28 07:57:28.441088,26
U00295,Jaipur,Tier-2,2024-02-12 07:57:28.441092,48
U00296,Delhi,Tier-1,2024-02-10 07:57:28.441096,80
U00297,Mumbai,Tier-1,2023-09-21 07:57:28.441101,63
U00298,Delhi,Tier-1,2024-09-25 07:57:28.441104,85
U00299,Lucknow,Tier-2,2025-05-29 07:57:28.441108,44
U00300,Chennai,Tier-1,2023-10-20 07:57:28.441112,20
U00301,Delhi,Tier-1,2024-05-12 07:57:28.441116,70
U00302,Mumbai,Tier-1,2023-12-02 07:57:28.441120,53
U00303,Bangalore,Tier-1,2024-03-31 07:57:28.441124,77
U00304,Delhi,Tier-1,2024-08-31 07:57:28.441128,34
U00305,Jaipur,Tier-2,2025-01-11 07:57:28.441131,57
U00306,Bangalore,Tier-1,2023-10-16 07:57:28.441135,41
U00307,Jaipur,Tier-2,2024-12-29 07:57:28.441139,93
U00308,Jaipur,Tier-2,2024-07-01 07:57:28.441143,13
U00309,Jaipur,Tier-2,2023-07-22 07:57:28.441149,47
U00310,Delhi,Tier-1,2023-10-19 07:57:28.441156,72
U00311,Lucknow,Tier-2,2024-10-27 07:57:28.441160,56
U00312,Bangalore,Tier-1,2024-07-27 07:57:28.441164,10
U00313,Mumbai,Tier-1,2024-03-04 07:57:28.441169,12
U00314,Lucknow,Tier-2,2024-05-20 07:57:28.441173,95
U00315,Delhi,Tier-1,2024-03-10 07:57:28.441177,71
U00316,Jaipur,Tier-2,2024-06-09 07:57:28.441180,73
U00317,Mumbai,Tier-1,2024-08-14 07:57:28.441182,26
U00318,Bangalore,Tier-1,2024-08-14 07:57:28.441185,87
U00319,Lucknow,Tier-2,2025-04-14 07:57:28.441187,71
U00320,Chennai,Tier-1,2023-11-17 07:57:28.441189,44
U00321,Lucknow,Tier-2,2024-10-17 07:57:28.441191,22
U00322,Mumbai,Tier-1,2023-12-13 07:57:28.441194,44
U00323,Delhi,Tier-1,2023-10-14 07:57:28.441196,52
U00324,Bangalore,Tier-1,2024-06-18 07:57:28.441198,11
U00325,Mumbai,Tier-1,2024-09-01 07:57:28.441201,65
U00326,Jaipur,Tier-2,2025-04-06 07:57:28.441203,86
U00327,Bangalore,Tier-1,2024-01-22 07:57:28.441205,60
U00328,Lucknow,Tier-2,2024-03-16 07:57:28.441208,63
U00329,Mumbai,Tier-1,2024-04-10 07:57:28.441210,25
U00330,Lucknow,Tier-2,2023-10-05 07:57:28.441212,27
U00331,Lucknow,Tier-2,2024-04-04 07:57:28.441215,16
U00332,Lucknow,Tier-2,2024-07-06 07:57:28.441217,54
U00333,Delhi,Tier-1,2024-03-26 07:57:28.441219,45
U00334,Lucknow,Tier-2,2024-10-07 07:57:28.441222,50
U00335,Jaipur,Tier-2,2024-11-20 07:57:28.441224,51
U00336,Jaipur,Tier-2,2024-01-21 07:57:28.441226,16
U00337,Bangalore,Tier-1,2024-11-10 07:57:28.441229,24
U00338,Chennai,Tier-1,2023-08-27 07:57:28.441231,69
U00339,Lucknow,Tier-2,2023-11-01 07:57:28.441233,49
U00340,Lucknow,Tier-2,2024-12-13 07:57:28.441236,92
U00341,Mumbai,Tier-1,2023-11-20 07:57:28.441238,46
U00342,Delhi,Tier-1,2025-04-29 07:57:28.441240,75
U00343,Chennai,Tier-1,2025-05-19 07:57:28.441242,64
U00344,Bangalore,Tier-1,2023-10-23 07:57:28.441245,86
U00345,Chennai,Tier-1,2024-08-09 07:57:28.441247,89
U00346,Lucknow,Tier-2,2023-11-06 07:57:28.441249,65
U00347,Mumbai,Tier-1,2023-10-26 07:57:28.441252,53
U00348,Delhi,Tier-1,2024-06-26 07:57:28.441254,66
U00349,Bangalore,Tier-1,2024-01-08 07:57:28.441257,15
U00350,Chennai,Tier-1,2023-11-09 07:57:28.441259,41
U00351,Bangalore,Tier-1,2025-06-05 07:57:28.441261,83
U00352,Lucknow,Tier-2,2023-09-23 07:57:28.441263,27
U00353,Bangalore,Tier-1,2024-12-06 07:57:28.441265,77
U00354,Mumbai,Tier-1,2024-03-14 07:57:28.441269,82
U00355,Bangalore,Tier-1,2024-06-09 07:57:28.441272,16
U00356,Jaipur,Tier-2,2024-03-05 07:57:28.441274,17
U00357,Mumbai,Tier-1,2023-08-30 07:57:28.441276,73
U00358,Chennai,Tier-1,2023-11-15 07:57:28.441279,16
U00359,Delhi,Tier-1,2023-12-03 07:57:28.441282,50
U00360,Delhi,Tier-1,2024-01-05 07:57:28.441284,49
U00361,Lucknow,Tier-2,2024-04-26 07:57:28.441286,12
U00362,Lucknow,Tier-2,2024-03-24 07:57:28.441289,26
U00363,Jaipur,Tier-2,2024-05-21 07:57:28.441291,75
U00364,Chennai,Tier-1,2024-08-02 07:57:28.441293,88
U00365,Delhi,Tier-1,2025-02-07 07:57:28.441296,61
U00366,Delhi,Tier-1,2023-12-17 07:57:28.441298,31
U00367,Delhi,Tier-1,2025-03-26 07:57:28.441300,13
U00368,Delhi,Tier-1,2025-01-01 07:57:28.441303,15
U00369,Bangalore,Tier-1,2024-09-08 07:57:28.441305,47
U00370,Chennai,Tier-1,2024-01-04 07:57:28.441307,35
U00371,Mumbai,Tier-1,2025-05-27 07:57:28.441309,20
U00372,Mumbai,Tier-1,2023-09-30 07:57:28.441312,99
U00373,Jaipur,Tier-2,2025-04-05 07:57:28.441314,26
U00374,Bangalore,Tier-1,2023-07-15 07:57:28.441317,97
U00375,Delhi,Tier-1,2025-04-20 07:57:28.441319,40
U00376,Delhi,Tier-1,2025-06-03 07:57:28.441321,86
U00377,Lucknow,Tier-2,2025-04-11 07:57:28.441324,44
U00378,Lucknow,Tier-2,2025-04-10 07:57:28.441326,25
U00379,Jaipur,Tier-2,2025-03-09 07:57:28.441328,88
U00380,Delhi,Tier-1,2025-05-09 07:57:28.441330,27
U00381,Jaipur,Tier-2,2024-08-02 07:57:28.441333,71
U00382,Bangalore,Tier-1,2024-04-12 07:57:28.441335,36
U00383,Mumbai,Tier-1,2024-10-03 07:57:28.441337,44
U00384,Delhi,Tier-1,2023-10-06 07:57:28.441340,54
U00385,Chennai,Tier-1,2025-01-30 07:57:28.441342,44
U00386,Bangalore,Tier-1,2024-06-12 07:57:28.441345,37
U00387,Delhi,Tier-1,2024-01-28 07:57:28.441348,18
U00388,Chennai,Tier-1,2023-11-21 07:57:28.441350,85
U00389,Lucknow,Tier-2,2024-12-15 07:57:28.441353,24
U00390,Jaipur,Tier-2,2023-09-11 07:57:28.441357,30
U00391,Lucknow,Tier-2,2025-05-05 07:57:28.441360,61
U00392,Mumbai,Tier-1,2024-05-11 07:57:28.441364,44
U00393,Lucknow,Tier-2,2023-12-03 07:57:28.441368,60
U00394,Delhi,Tier-1,2025-01-06 07:57:28.441371,92
U00395,Chennai,Tier-1,2023-12-23 07:57:28.441375,64
U00396,Lucknow,Tier-2,2024-01-31 07:57:28.441379,96
U00397,Delhi,Tier-1,2024-08-19 07:57:28.441383,86
U00398,Mumbai,Tier-1,2024-02-18 07:57:28.441387,53
U00399,Chennai,Tier-1,2024-02-17 07:57:28.441392,74
U00400,Lucknow,Tier-2,2025-01-07 07:57:28.441396,97
U00401,Jaipur,Tier-2,2025-02-13 07:57:28.441400,89
U00402,Jaipur,Tier-2,2024-05-07 07:57:28.441408,34
U00403,Chennai,Tier-1,2024-10-16 07:57:28.441412,96
U00404,Jaipur,Tier-2,2023-12-19 07:57:28.441417,56
U00405,Lucknow,Tier-2,2023-12-18 07:57:28.441421,89
U00406,Lucknow,Tier-2,2024-12-01 07:57:28.441425,65
U00407,Chennai,Tier-1,2024-06-10 07:57:28.441428,47
U00408,Lucknow,Tier-2,2023-12-25 07:57:28.441432,20
U00409,Delhi,Tier-1,2023-10-31 07:57:28.441437,76
U00410,Mumbai,Tier-1,2024-02-21 07:57:28.441441,24
U00411,Jaipur,Tier-2,2024-06-24 07:57:28.441444,10
U00412,Delhi,Tier-1,2023-09-25 07:57:28.441447,16
U00413,Chennai,Tier-1,2023-12-18 07:57:28.441449,10
U00414,Jaipur,Tier-2,2024-07-17 07:57:28.441451,58
